,imgRatio,bboxData_x,bboxData_y,imgPath,categories,distance,areaSize,areaSizeDiff,imgRatioDiff,numberOfPerson,numberOfTree,numberOfHouse
22,0.4796493425172198,284.952,940.633,/home/lys/ForestAndTree_v7.1/data/segmentation_data/5/5-1-1/13902.jpg,person,,544170,,,1,0,0
23,0.715605749486653,235.93449999999999,641.866,/home/lys/ForestAndTree_v7.1/data/segmentation_data/5/5-1-1/13958.jpg,person,,63392,,,1,0,0
24,1.504823151125402,431.964,207.437,/home/lys/ForestAndTree_v7.1/data/segmentation_data/5/5-1-1/13960.jpg,person,,439964,,,1,0,0
25,0.7344398340248963,262.668,557.674,/home/lys/ForestAndTree_v7.1/data/segmentation_data/5/5-1-1/13972.jpg,person,,369920,,,1,0,0
26,0.745136186770428,308.698,617.828,/home/lys/ForestAndTree_v7.1/data/segmentation_data/5/5-1-1/14019.jpg,person,,435880,,,1,0,0
27,0.6433430515063168,143.985,537.6524999999999,/home/lys/ForestAndTree_v7.1/data/segmentation_data/5/5-1-1/14098.jpg,person,,378864,,,1,0,0
28,0.7144298688193743,298.776,422.6615,/home/lys/ForestAndTree_v7.1/data/segmentation_data/5/5-1-1/14191.jpg,person,,225898,,,1,0,0
29,0.7019562715765247,236.375,447.9695,/home/lys/ForestAndTree_v7.1/data/segmentation_data/5/5-1-1/14237.jpg,person,,31625,,,1,0,0
30,0.7230320699708455,282.71999999999997,478.48499999999996,/home/lys/ForestAndTree_v7.1/data/segmentation_data/5/5-1-1/14443.jpg,person,,601623,,,1,0,0
31,0.6547263681592039,208.257,497.47499999999997,/home/lys/ForestAndTree_v7.1/data/segmentation_data/5/5-1-1/14647.jpg,person,,300105,,,1,0,0
32,1.4030898876404494,526.473,268.068,/home/lys/ForestAndTree_v7.1/data/segmentation_data/5/5-1-1/14683.jpg,person,,335160,,,1,0,0
33,0.6266009852216748,157.41,440.50999999999993,/home/lys/ForestAndTree_v7.1/data/segmentation_data/5/5-1-1/15088.jpg,person,,287100,,,1,0,0
34,0.7681159420289855,301.99399999999997,509.565,/home/lys/ForestAndTree_v7.1/data/segmentation_data/5/5-1-1/15113.jpg,person,,289940,,,2,0,0
35,0.7681159420289855,139.496,159.873,/home/lys/ForestAndTree_v7.1/data/segmentation_data/5/5-1-1/15113.jpg,person,,1610,,,2,0,0
36,0.6887573964497041,194.38799999999998,357.0125,/home/lys/ForestAndTree_v7.1/data/segmentation_data/5/5-1-1/15361.jpg,person,,58903,,,1,0,0
37,0.7531956735496559,267.717,458.667,/home/lys/ForestAndTree_v7.1/data/segmentation_data/5/5-1-1/15470.jpg,person,,529842,,,1,0,0
38,0.8123667377398721,313.182,447.426,/home/lys/ForestAndTree_v7.1/data/segmentation_data/5/5-1-1/15853.jpg,person,,446310,,,1,0,0
39,0.7466281310211946,255.3625,368.49,/home/lys/ForestAndTree_v7.1/data/segmentation_data/5/5-1-1/15990.jpg,person,,336661,,,1,0,0
40,0.6781609195402298,82.39349999999999,226.8525,/home/lys/ForestAndTree_v7.1/data/segmentation_data/5/5-1-1/16587.jpg,person,,39039,,,1,0,0
41,0.6272912423625254,192.5,484.617,/home/lys/ForestAndTree_v7.1/data/segmentation_data/5/5-1-1/16589.jpg,person,,516975,,,1,0,0
42,0.6960966542750929,295.855,595.566,/home/lys/ForestAndTree_v7.1/data/segmentation_data/5/5-1-1/16658.jpg,person,,459309,,,1,0,0
43,0.7053658536585365,325.7115,518.65,/home/lys/ForestAndTree_v7.1/data/segmentation_data/5/5-1-1/16776.jpg,person,,209854,,,1,0,0
44,0.4667885435709933,301.421,1287.3645,/home/lys/ForestAndTree_v7.1/data/segmentation_data/5/5-1-1/17906.jpg,person,,661500,,,1,0,0
45,0.7331081081081081,272.118,495.504,/home/lys/ForestAndTree_v7.1/data/segmentation_data/5/5-1-1/18158.jpg,person,,121392,,,1,0,0
46,0.688715953307393,365.68199999999996,584.932,/home/lys/ForestAndTree_v7.1/data/segmentation_data/5/5-1-1/18228.jpg,person,,36076,,,1,0,0
47,1.790637191157347,1000.3905,295.6805,/home/lys/ForestAndTree_v7.1/data/segmentation_data/5/5-1-1/18388.jpg,person,,554449,,,1,0,0
48,0.688230008984726,281.88800000000003,678.3735,/home/lys/ForestAndTree_v7.1/data/segmentation_data/5/5-1-1/18555.jpg,person,,564850,,,1,0,0
49,0.6992790937178167,240.366,557.8394999999999,/home/lys/ForestAndTree_v7.1/data/segmentation_data/5/5-1-1/18651.jpg,person,,40338,,,1,0,0
50,0.6932515337423313,284.76000000000005,489.489,/home/lys/ForestAndTree_v7.1/data/segmentation_data/5/5-1-1/19196.jpg,person,,292758,,,1,0,0
51,0.6836935166994106,224.45999999999998,607.746,/home/lys/ForestAndTree_v7.1/data/segmentation_data/5/5-1-1/19446.jpg,person,,142713,,,1,0,0
52,0.6939226519337016,211.008,442.9975,/home/lys/ForestAndTree_v7.1/data/segmentation_data/5/5-1-1/19468.jpg,person,,337428,,,1,0,0
53,0.7099165894346617,309.081,502.2745,/home/lys/ForestAndTree_v7.1/data/segmentation_data/5/5-1-1/20069.jpg,person,,223917,,,1,0,0
54,0.6730245231607629,266.3895,702.9884999999999,/home/lys/ForestAndTree_v7.1/data/segmentation_data/5/5-1-1/20269.jpg,person,,110716,,,1,0,0
55,0.7077986179664363,278.19599999999997,585.5139999999999,/home/lys/ForestAndTree_v7.1/data/segmentation_data/5/5-1-1/20277.jpg,person,,431879,,,1,0,0
56,0.745136186770428,250.482,554.606,/home/lys/ForestAndTree_v7.1/data/segmentation_data/5/5-1-1/20537.jpg,person,,449904,,,1,0,0
57,0.745136186770428,315.592,587.5020000000001,/home/lys/ForestAndTree_v7.1/data/segmentation_data/5/5-1-1/20964.jpg,person,,419406,,,1,0,0
58,0.5584045584045584,297.92,1007.3699999999999,/home/lys/ForestAndTree_v7.1/data/segmentation_data/5/5-1-1/21483.jpg,person,,494158,,,1,0,0
59,1.0381471389645776,244.983,264.60699999999997,/home/lys/ForestAndTree_v7.1/data/segmentation_data/5/5-1-1/21574.jpg,person,,394387,,,1,0,0
60,0.716297786720322,313.63599999999997,590.933,/home/lys/ForestAndTree_v7.1/data/segmentation_data/5/5-1-1/21795.jpg,person,,111320,,,1,0,0
61,0.7272727272727273,314.712,642.9554999999999,/home/lys/ForestAndTree_v7.1/data/segmentation_data/5/5-1-1/22601.jpg,person,,76653,,,1,0,0
62,0.8177966101694916,284.868,503.62399999999997,/home/lys/ForestAndTree_v7.1/data/segmentation_data/5/5-1-1/23114.jpg,person,,288150,,,1,0,0
63,0.6541353383458647,192.444,364.952,/home/lys/ForestAndTree_v7.1/data/segmentation_data/5/5-1-1/23141.jpg,person,,382280,,,1,0,0
64,0.6896162528216704,177.4955,481.541,/home/lys/ForestAndTree_v7.1/data/segmentation_data/5/5-1-1/23317.jpg,person,,185840,,,1,0,0
65,0.7048417132216015,309.613,719.043,/home/lys/ForestAndTree_v7.1/data/segmentation_data/5/5-1-1/23605.jpg,person,,89780,,,2,0,0
66,0.7048417132216015,403.1025,931.158,/home/lys/ForestAndTree_v7.1/data/segmentation_data/5/5-1-1/23605.jpg,person,,218700,,,2,0,0
67,0.6491405460060667,156.006,673.0145,/home/lys/ForestAndTree_v7.1/data/segmentation_data/5/5-1-1/24105.jpg,person,,119070,,,1,0,0
68,0.745136186770428,183.457,735.534,/home/lys/ForestAndTree_v7.1/data/segmentation_data/5/5-1-1/24303.jpg,person,,10200,,,1,0,0
69,0.8067444876783398,176.026,278.7165,/home/lys/ForestAndTree_v7.1/data/segmentation_data/5/5-1-1/24380.jpg,person,,62292,,,1,0,0
70,0.745136186770428,285.718,420.966,/home/lys/ForestAndTree_v7.1/data/segmentation_data/5/5-1-1/24716.jpg,person,,579,,,1,0,0
71,0.7041015625,251.629,539.648,/home/lys/ForestAndTree_v7.1/data/segmentation_data/5/5-1-1/24990.jpg,person,,38363,,,1,0,0
72,0.7863741339491916,259.1205,385.37,/home/lys/ForestAndTree_v7.1/data/segmentation_data/5/5-1-1/25077.jpg,person,,31504,,,1,0,0
73,0.745136186770428,285.335,539.7,/home/lys/ForestAndTree_v7.1/data/segmentation_data/5/5-1-1/25163.jpg,person,,558096,,,1,0,0
74,0.6835187057633973,235.586,325.8755,/home/lys/ForestAndTree_v7.1/data/segmentation_data/5/5-1-1/25202.jpg,person,,255905,,,1,0,0
75,0.7044573643410853,277.714,498.456,/home/lys/ForestAndTree_v7.1/data/segmentation_data/5/5-1-1/25229.jpg,person,,21255,,,1,0,0
76,1.3420365535248042,551.522,305.634,/home/lys/ForestAndTree_v7.1/data/segmentation_data/5/5-1-1/25240.jpg,person,,7953,,,1,0,0
77,0.7026455026455026,144.752,452.1825,/home/lys/ForestAndTree_v7.1/data/segmentation_data/5/5-1-1/25327.jpg,person,,2934,,,1,0,0
78,1.434065934065934,294.93,252.61599999999999,/home/lys/ForestAndTree_v7.1/data/segmentation_data/5/5-1-1/25341.jpg,person,,304666,,,1,0,0
79,0.7419804741980475,159.866,167.778,/home/lys/ForestAndTree_v7.1/data/segmentation_data/5/5-1-1/25370.jpg,person,,4218,,,1,0,0
80,0.7468879668049793,273.96,534.538,/home/lys/ForestAndTree_v7.1/data/segmentation_data/5/5-1-1/25415.jpg,person,,40339,,,1,0,0
81,0.7613412228796844,155.558,715.377,/home/lys/ForestAndTree_v7.1/data/segmentation_data/5/5-1-1/25449.jpg,person,,10373,,,1,0,0
82,0.7089478859390363,205.12449999999998,575.622,/home/lys/ForestAndTree_v7.1/data/segmentation_data/5/5-1-1/25458.jpg,person,,146744,,,1,0,0
83,0.6533980582524271,167.9135,515.0,/home/lys/ForestAndTree_v7.1/data/segmentation_data/5/5-1-1/25539.jpg,person,,35752,,,1,0,0
84,0.7709302325581395,207.519,436.88,/home/lys/ForestAndTree_v7.1/data/segmentation_data/5/5-1-1/25756.jpg,person,,19966,,,1,0,0
85,0.7186813186813187,179.85,568.75,/home/lys/ForestAndTree_v7.1/data/segmentation_data/5/5-1-1/25788.jpg,person,,10633,,,1,0,0
86,0.6685144124168514,162.207,446.49,/home/lys/ForestAndTree_v7.1/data/segmentation_data/5/5-1-1/25825.jpg,person,,224598,,,1,0,0
87,1.419060052219321,631.547,286.867,/home/lys/ForestAndTree_v7.1/data/segmentation_data/5/5-1-1/25929.jpg,person,,10864,,,1,0,0
88,0.7191780821917808,287.385,495.67,/home/lys/ForestAndTree_v7.1/data/segmentation_data/5/5-1-1/25948.jpg,person,,389912,,,1,0,0
89,0.7233294255568582,191.5785,365.937,/home/lys/ForestAndTree_v7.1/data/segmentation_data/5/5-1-1/26038.jpg,person,,345267,,,1,0,0
90,0.6831578947368421,329.692,701.1,/home/lys/ForestAndTree_v7.1/data/segmentation_data/5/5-1-1/26065.jpg,person,,15870,,,1,0,0
91,0.7276264591439688,301.444,595.726,/home/lys/ForestAndTree_v7.1/data/segmentation_data/5/5-1-1/26143.jpg,person,,225848,,,1,0,0
92,0.7448559670781894,167.968,505.926,/home/lys/ForestAndTree_v7.1/data/segmentation_data/5/5-1-1/26252.jpg,person,,18012,,,1,0,0
93,0.7284623773173392,138.94400000000002,555.2435,/home/lys/ForestAndTree_v7.1/data/segmentation_data/5/5-1-1/26285.jpg,person,,30415,,,1,0,0
94,0.6576139670223085,253.233,459.3105,/home/lys/ForestAndTree_v7.1/data/segmentation_data/5/5-1-1/26381.jpg,person,,356976,,,1,0,0
95,1.3891402714932126,426.423,204.204,/home/lys/ForestAndTree_v7.1/data/segmentation_data/5/5-1-1/26583.jpg,person,,38560,,,1,0,0
96,1.5054945054945055,591.703,124.215,/home/lys/ForestAndTree_v7.1/data/segmentation_data/5/5-1-1/26834.jpg,person,,2388,,,1,0,0
97,0.4627606752730884,109.51,475.80749999999995,/home/lys/ForestAndTree_v7.1/data/segmentation_data/5/5-1-1/26856.jpg,person,,257439,,,1,0,0
98,0.93296853625171,235.29000000000002,414.1115,/home/lys/ForestAndTree_v7.1/data/segmentation_data/5/5-1-1/26863.jpg,person,,14532,,,1,0,0
99,0.9159663865546218,232.824,257.397,/home/lys/ForestAndTree_v7.1/data/segmentation_data/5/5-1-1/27046.jpg,person,,50464,,,1,0,0
100,0.6907114624505929,239.058,426.558,/home/lys/ForestAndTree_v7.1/data/segmentation_data/5/5-1-1/27056.jpg,person,,97614,,,1,0,0
101,1.5190735694822888,498.405,246.257,/home/lys/ForestAndTree_v7.1/data/segmentation_data/5/5-1-1/27233.jpg,person,,490980,,,1,0,0
102,0.6546762589928058,265.3105,271.467,/home/lys/ForestAndTree_v7.1/data/segmentation_data/5/5-1-1/27267.jpg,person,,90780,,,1,0,0
103,0.6896860986547085,186.48250000000002,570.3225,/home/lys/ForestAndTree_v7.1/data/segmentation_data/5/5-1-1/27285.jpg,person,,62592,,,1,0,0
104,0.7426900584795322,283.845,516.078,/home/lys/ForestAndTree_v7.1/data/segmentation_data/5/5-1-1/27289.jpg,person,,379936,,,1,0,0
105,0.7537091988130564,256.413,470.11499999999995,/home/lys/ForestAndTree_v7.1/data/segmentation_data/5/5-1-1/27513.jpg,person,,334110,,,1,0,0
106,0.6950718685831622,200.39200000000002,487.48699999999997,/home/lys/ForestAndTree_v7.1/data/segmentation_data/5/5-1-1/27581.jpg,person,,9815,,,1,0,0
107,0.61125,114.6705,351.20000000000005,/home/lys/ForestAndTree_v7.1/data/segmentation_data/5/5-1-1/27637.jpg,person,,183866,,,1,0,0
108,0.6549835706462213,212.888,453.761,/home/lys/ForestAndTree_v7.1/data/segmentation_data/5/5-1-1/27952.jpg,person,,242125,,,1,0,0
109,0.6849462365591398,184.4115,454.77000000000004,/home/lys/ForestAndTree_v7.1/data/segmentation_data/5/5-1-1/28158.jpg,person,,22842,,,1,0,0
110,0.7257336343115124,234.695,484.642,/home/lys/ForestAndTree_v7.1/data/segmentation_data/5/5-1-1/28203.jpg,person,,13865,,,1,0,0
111,1.3420365535248042,732.45,427.045,/home/lys/ForestAndTree_v7.1/data/segmentation_data/5/5-1-1/28321.jpg,person,,131460,,,1,0,0
112,0.6823992133726647,255.392,491.7194999999999,/home/lys/ForestAndTree_v7.1/data/segmentation_data/5/5-1-1/28377.jpg,person,,25330,,,1,0,0
113,0.745136186770428,273.845,624.51,/home/lys/ForestAndTree_v7.1/data/segmentation_data/5/5-1-1/28721.jpg,person,,144,,,1,0,0
114,0.745136186770428,394.107,639.9300000000001,/home/lys/ForestAndTree_v7.1/data/segmentation_data/5/5-1-1/28841.jpg,person,,5760,,,1,0,0
115,0.7096774193548387,233.046,551.9085,/home/lys/ForestAndTree_v7.1/data/segmentation_data/5/5-1-1/28960.jpg,person,,273651,,,1,0,0
116,1.3457556935817805,59.475,125.58,/home/lys/ForestAndTree_v7.1/data/segmentation_data/5/5-1-1/29064.jpg,person,,52584,,,1,0,0
117,0.6854368932038835,245.688,636.025,/home/lys/ForestAndTree_v7.1/data/segmentation_data/5/5-1-1/29280.jpg,person,,195942,,,1,0,0
118,0.6982942430703625,204.36,535.129,/home/lys/ForestAndTree_v7.1/data/segmentation_data/5/5-1-1/29350.jpg,person,,175158,,,1,0,0
119,0.745136186770428,289.548,491.384,/home/lys/ForestAndTree_v7.1/data/segmentation_data/5/5-1-1/29417.jpg,person,,12423,,,1,0,0
120,0.6970010341261634,234.55200000000002,696.24,/home/lys/ForestAndTree_v7.1/data/segmentation_data/5/5-1-1/29454.jpg,person,,5103,,,1,0,0
121,0.7205882352941176,203.2275,579.36,/home/lys/ForestAndTree_v7.1/data/segmentation_data/5/5-1-1/29697.jpg,person,,68495,,,1,0,0
122,0.7001102535832414,201.6125,333.3225,/home/lys/ForestAndTree_v7.1/data/segmentation_data/5/5-1-1/29947.jpg,person,,312,,,1,0,0
123,0.7401574803149606,285.008,540.5120000000001,/home/lys/ForestAndTree_v7.1/data/segmentation_data/5/5-1-2/11423.jpg,person,,4264,,,1,0,0
124,0.6894093686354379,243.38150000000002,351.556,/home/lys/ForestAndTree_v7.1/data/segmentation_data/5/5-1-2/11974.jpg,person,,656,,,1,0,0
125,0.7478005865102639,291.46500000000003,542.7014999999999,/home/lys/ForestAndTree_v7.1/data/segmentation_data/5/5-1-2/12280.jpg,person,,448224,,,1,0,0
126,0.7079482439926063,271.547,731.9730000000001,/home/lys/ForestAndTree_v7.1/data/segmentation_data/5/5-1-2/12327.jpg,person,,248400,,,1,0,0
127,0.745136186770428,256.993,586.474,/home/lys/ForestAndTree_v7.1/data/segmentation_data/5/5-1-2/12384.jpg,person,,449498,,,1,0,0
128,0.6567164179104478,336.6,681.122,/home/lys/ForestAndTree_v7.1/data/segmentation_data/5/5-1-2/12480.jpg,person,,356748,,,1,0,0
129,0.6733977172958736,258.479,828.6225000000001,/home/lys/ForestAndTree_v7.1/data/segmentation_data/5/5-1-2/12526.jpg,person,,133341,,,1,0,0
130,1.3898305084745763,215.496,148.149,/home/lys/ForestAndTree_v7.1/data/segmentation_data/5/5-1-2/13151.jpg,person,,11424,,,1,0,0
131,0.745136186770428,324.401,621.426,/home/lys/ForestAndTree_v7.1/data/segmentation_data/5/5-1-2/13196.jpg,person,,315288,,,1,0,0
132,0.7181913774973712,249.6365,438.88649999999996,/home/lys/ForestAndTree_v7.1/data/segmentation_data/5/5-1-2/13273.jpg,person,,337960,,,2,0,0
133,0.7181913774973712,53.957,674.7345,/home/lys/ForestAndTree_v7.1/data/segmentation_data/5/5-1-2/13273.jpg,person,,23700,,,2,0,0
134,0.703622392974753,118.2645,256.902,/home/lys/ForestAndTree_v7.1/data/segmentation_data/5/5-1-2/13303.jpg,person,,130950,,,1,0,0
135,0.7030114226375909,210.20850000000002,547.947,/home/lys/ForestAndTree_v7.1/data/segmentation_data/5/5-1-2/13485.jpg,person,,21156,,,1,0,0
136,0.7492739593417231,242.262,621.3494999999999,/home/lys/ForestAndTree_v7.1/data/segmentation_data/5/5-1-2/13532.jpg,person,,411513,,,1,0,0
137,1.4781976744186047,546.1289999999999,193.32799999999997,/home/lys/ForestAndTree_v7.1/data/segmentation_data/5/5-1-2/13545.jpg,person,,18288,,,1,0,0
138,0.745136186770428,297.974,405.546,/home/lys/ForestAndTree_v7.1/data/segmentation_data/5/5-1-2/13546.jpg,person,,12870,,,1,0,0
139,0.7526881720430108,294.52500000000003,670.5764999999999,/home/lys/ForestAndTree_v7.1/data/segmentation_data/5/5-1-2/13579.jpg,person,,175824,,,1,0,0
140,0.7083333333333334,237.3285,822.624,/home/lys/ForestAndTree_v7.1/data/segmentation_data/5/5-1-2/13640.jpg,person,,18816,,,1,0,0
141,0.7091097308488613,213.37750000000003,473.34,/home/lys/ForestAndTree_v7.1/data/segmentation_data/5/5-1-2/13657.jpg,person,,550732,,,1,0,0
142,0.5613519470977223,195.584,671.6535,/home/lys/ForestAndTree_v7.1/data/segmentation_data/5/5-1-2/13721.jpg,person,,47775,,,1,0,0
143,0.9419588875453446,308.48400000000004,395.306,/home/lys/ForestAndTree_v7.1/data/segmentation_data/5/5-1-2/13728.jpg,person,,80370,,,1,0,0
144,0.7114427860696517,241.67,695.9625,/home/lys/ForestAndTree_v7.1/data/segmentation_data/5/5-1-2/13802.jpg,person,,31787,,,1,0,0
145,0.745136186770428,319.805,507.832,/home/lys/ForestAndTree_v7.1/data/segmentation_data/5/5-1-2/13872.jpg,person,,163660,,,1,0,0
146,0.6898288016112789,266.8075,468.69599999999997,/home/lys/ForestAndTree_v7.1/data/segmentation_data/5/5-1-2/14034.jpg,person,,189409,,,1,0,0
147,0.7562189054726368,161.12,444.21,/home/lys/ForestAndTree_v7.1/data/segmentation_data/5/5-1-2/14037.jpg,person,,351956,,,1,0,0
148,0.6833333333333333,193.10999999999999,341.1,/home/lys/ForestAndTree_v7.1/data/segmentation_data/5/5-1-2/14061.jpg,person,,40820,,,1,0,0
149,0.738003838771593,338.36,617.9060000000001,/home/lys/ForestAndTree_v7.1/data/segmentation_data/5/5-1-2/14086.jpg,person,,376762,,,1,0,0
150,0.6861081654294804,195.0705,445.096,/home/lys/ForestAndTree_v7.1/data/segmentation_data/5/5-1-2/14154.jpg,person,,109098,,,1,0,0
151,1.3492063492063493,486.03000000000003,288.414,/home/lys/ForestAndTree_v7.1/data/segmentation_data/5/5-1-2/14277.jpg,person,,30488,,,1,0,0
152,0.6063055780113177,301.125,627.1590000000001,/home/lys/ForestAndTree_v7.1/data/segmentation_data/5/5-1-2/14293.jpg,person,,336096,,,1,0,0
153,0.5846501128668171,334.49850000000004,750.885,/home/lys/ForestAndTree_v7.1/data/segmentation_data/5/5-1-2/14303.jpg,person,,18840,,,1,0,0
154,0.745136186770428,327.848,579.278,/home/lys/ForestAndTree_v7.1/data/segmentation_data/5/5-1-2/14334.jpg,person,,65912,,,1,0,0
155,0.7369007803790413,181.114,562.419,/home/lys/ForestAndTree_v7.1/data/segmentation_data/5/5-1-2/14417.jpg,person,,8601,,,1,0,0
156,0.7466281310211946,299.15000000000003,362.262,/home/lys/ForestAndTree_v7.1/data/segmentation_data/5/5-1-2/14446.jpg,person,,40144,,,1,0,0
157,0.7038123167155426,234.72,643.467,/home/lys/ForestAndTree_v7.1/data/segmentation_data/5/5-1-2/14527.jpg,person,,1972,,,1,0,0
158,0.6677384780278671,162.9145,442.7085,/home/lys/ForestAndTree_v7.1/data/segmentation_data/5/5-1-2/14987.jpg,person,,411757,,,1,0,0
159,0.6288951841359773,106.33800000000001,265.45599999999996,/home/lys/ForestAndTree_v7.1/data/segmentation_data/5/5-1-2/15079.jpg,person,,50482,,,1,0,0
160,1.7271448663853728,485.674,221.4765,/home/lys/ForestAndTree_v7.1/data/segmentation_data/5/5-1-2/15239.jpg,person,,174628,,,1,0,0
161,0.6956521739130435,146.68800000000002,259.808,/home/lys/ForestAndTree_v7.1/data/segmentation_data/5/5-1-2/15440.jpg,person,,3267,,,1,0,0
162,0.7319698600645855,210.46,534.6395,/home/lys/ForestAndTree_v7.1/data/segmentation_data/5/5-1-2/15478.jpg,person,,185090,,,1,0,0
163,0.7312560856864654,231.308,588.9844999999999,/home/lys/ForestAndTree_v7.1/data/segmentation_data/5/5-1-2/15691.jpg,person,,2581,,,1,0,0
164,0.745136186770428,202.607,539.7,/home/lys/ForestAndTree_v7.1/data/segmentation_data/5/5-1-2/15728.jpg,person,,134016,,,1,0,0
165,0.7198404785643071,265.335,766.7934999999999,/home/lys/ForestAndTree_v7.1/data/segmentation_data/5/5-1-2/15821.jpg,person,,20727,,,1,0,0
166,0.7545638945233266,276.024,537.37,/home/lys/ForestAndTree_v7.1/data/segmentation_data/5/5-1-2/15862.jpg,person,,434485,,,1,0,0
167,0.7210031347962382,225.63,275.1375,/home/lys/ForestAndTree_v7.1/data/segmentation_data/5/5-1-2/15893.jpg,person,,41448,,,1,0,0
168,1.3542116630669547,211.926,107.1845,/home/lys/ForestAndTree_v7.1/data/segmentation_data/5/5-1-2/16124.jpg,person,,243538,,,1,0,0
169,0.7255689424364123,142.54600000000002,305.523,/home/lys/ForestAndTree_v7.1/data/segmentation_data/5/5-1-2/16420.jpg,person,,173030,,,1,0,0
170,0.6931106471816284,207.83200000000002,504.866,/home/lys/ForestAndTree_v7.1/data/segmentation_data/5/5-1-2/16639.jpg,person,,992,,,1,0,0
171,0.6390827517447657,197.10750000000002,504.00749999999994,/home/lys/ForestAndTree_v7.1/data/segmentation_data/5/5-1-2/16730.jpg,person,,600588,,,1,0,0
172,0.7217898832684825,278.992,616.8000000000001,/home/lys/ForestAndTree_v7.1/data/segmentation_data/5/5-1-2/16754.jpg,person,,528,,,1,0,0
173,0.6272285251215559,339.786,711.401,/home/lys/ForestAndTree_v7.1/data/segmentation_data/5/5-1-2/16771.jpg,person,,490916,,,1,0,0
174,0.6974874371859296,180.44,360.6875,/home/lys/ForestAndTree_v7.1/data/segmentation_data/5/5-1-2/16773.jpg,person,,60320,,,1,0,0
175,0.6789264413518886,232.90300000000002,345.561,/home/lys/ForestAndTree_v7.1/data/segmentation_data/5/5-1-2/16781.jpg,person,,4212,,,1,0,0
176,0.745136186770428,299.50600000000003,423.536,/home/lys/ForestAndTree_v7.1/data/segmentation_data/5/5-1-2/16822.jpg,person,,39259,,,1,0,0
